# Program:featureCounts v1.5.0-p1; Command:"featureCounts" "-T" "6" "-t" "exon" "-g" "gene_id" "-a" "./GTF_File/PT_genome_merged_DN001.gtf" "-o" "LHCX_result.txt" "./SamFile/Merged_WT_LL_1.sam" "./SamFile/Merged_WT_LL_2.sam" "./SamFile/Merged_WT_LL_3.sam" "./SamFile/Merged_WT_HL_1.sam" "./SamFile/Merged_WT_HL_2.sam" "./SamFile/Merged_WT_HL_3.sam" "./SamFile/Merged_LHCX_LL_1.sam" "./SamFile/Merged_LHCX_LL_2.sam" "./SamFile/Merged_LHCX_LL_3.sam" "./SamFile/Merged_LHCX_HL_1.sam" "./SamFile/Merged_LHCX_HL_2.sam" "./SamFile/Merged_LHCX_HL_3.sam" 
Geneid	Chr	Start	End	Strand	Length	./SamFile/Merged_WT_LL_1.sam	./SamFile/Merged_WT_LL_2.sam	./SamFile/Merged_WT_LL_3.sam	./SamFile/Merged_WT_HL_1.sam	./SamFile/Merged_WT_HL_2.sam	./SamFile/Merged_WT_HL_3.sam	./SamFile/Merged_LHCX_LL_1.sam	./SamFile/Merged_LHCX_LL_2.sam	./SamFile/Merged_LHCX_LL_3.sam	./SamFile/Merged_LHCX_HL_1.sam	./SamFile/Merged_LHCX_HL_2.sam	./SamFile/Merged_LHCX_HL_3.sam
Phatr3_J34642	6	32492	33514	-	1023	157	130	132	126	191	105	127	707	102	152	602	288
Phatr3_J45041	6;6	34421;35380	35308;36207	+;+	1716	603	560	538	444	704	413	277	1307	244	369	1136	837
Phatr3_J45043	6	37256	39583	-	2328	1022	989	1211	925	1273	1182	734	3133	740	1186	3867	2083
Phatr3_J11674	6;6	40577;42176	42082;43525	-;-	2856	1288	1100	1138	817	1476	896	1399	6405	1348	1347	4967	2550
Phatr3_J34647	6	44348	45751	+	1404	153	152	202	216	307	283	130	611	122	233	886	439
Phatr3_J45045	6	46076	47341	+	1266	59	57	74	27	57	26	87	252	83	98	345	155
Phatr3_J45046	6	47892	48338	-	447	25	23	21	7	26	11	18	133	28	17	59	16
Phatr3_J34650	6;6	49622;50262	50235;50784	+;+	1137	110	85	75	59	119	111	66	286	77	98	394	141
Phatr3_J11792	6	51027	52175	-	1149	313	276	350	445	610	623	323	1427	357	517	1939	878
Phatr3_J45048	6	52899	54377	+	1479	90	74	79	56	76	57	146	700	161	179	642	241
Phatr3_J11741	6;6	54597;56217	56072;57131	-;-	2391	2843	3062	3229	1258	2163	1501	3066	16625	3083	2586	10295	3949
Phatr3_J45050	6	58206	59756	+	1551	2512	2323	2405	704	1240	977	2976	15241	2383	1717	6159	3176
Phatr3_J45051	6;6	60074;62243	62131;62719	-;-	2535	710	765	749	679	1093	952	541	2694	591	592	2003	1021
Phatr3_J34656	6	63105	64406	-	1302	164	180	231	123	223	237	100	542	113	122	384	276
Phatr3_J6817	6;6	65239;66098	66011;66473	+;+	1149	334	353	316	187	273	231	134	769	159	193	477	378
Phatr3_J45053	6	67367	67897	-	531	654	605	681	714	1058	1319	1146	5405	877	1255	5165	2182
Phatr3_J45054	6;6	68284;68713	68609;70002	+;+	1616	519	523	582	143	285	176	1093	5611	766	1260	5151	2106
Phatr3_J45055	6	70134	71018	-	885	196	156	166	125	186	82	172	818	137	175	638	445
Phatr3_J41894	6	72058	73068	-	1011	496	464	456	261	403	296	363	2193	373	307	1102	439
Phatr3_EG01393	6;6	73716;74600	74447;74848	-;-	981	428	448	402	182	302	144	343	1912	289	358	1576	558
Phatr3_EG01388	6	75788	76027	+	240	126	76	93	94	108	108	79	361	67	91	212	135
Phatr3_J45057	6	76199	78181	+	1983	1062	1024	1107	803	1129	973	809	3844	842	673	2448	1231
Phatr3_J45058	6	78349	79563	-	1215	256	305	333	188	355	307	232	1130	307	252	870	455
Phatr3_J45059	6	80219	81706	+	1488	608	749	689	497	687	560	666	3202	784	540	2237	1180
Phatr3_J45060	6	83181	84884	+	1704	3101	3608	4299	827	1196	1496	3840	19191	5737	3382	11264	5056
Phatr3_J45061	6;6	86366;86568	86463;87529	+;+	1060	212	176	137	83	137	66	114	560	128	220	786	411
Phatr3_J45062	6;6	86707;87625	87363;89058	-;-	2091	290	361	381	331	491	255	152	920	200	223	753	484
Phatr3_J11673	6	89925	90803	-	879	488	436	552	274	375	393	400	1975	514	345	1270	560
Phatr3_J45064	6	91424	93247	+	1824	379	317	363	154	265	230	243	1304	242	298	1149	547
Phatr3_EG01360	6	93901	95178	+	1278	879	864	780	637	1110	605	351	1767	309	279	1153	798
Phatr3_EG01364	6	96424	97563	+	1140	1376	1257	1235	815	1508	876	714	3269	609	667	2090	1546
Phatr3_J45065	6	97894	98889	-	996	108	120	181	104	148	125	62	414	80	101	327	147
Phatr3_EG01367	6;6	99697;100182	100028;100728	+;+	879	258	252	255	292	396	351	194	825	203	215	883	488
Phatr3_J7173	6;6	100893;101641	101465;101751	-;-	684	668	668	656	572	796	774	492	2499	373	552	1987	993
Phatr3_J34672	6	102723	103769	+	1047	24	26	33	12	47	37	23	132	25	28	48	18
Phatr3_J19568	6	104001	105565	-	1565	1040	1050	1064	951	1323	1469	847	3915	685	636	2478	1281
Phatr3_EG01379	6	106045	106629	+	585	254	208	162	64	126	70	78	278	70	152	351	358
Phatr3_J45068	6	107347	108786	+	1440	4717	3568	3957	2262	3557	2801	1867	7563	1641	2392	6643	6377
Phatr3_J34675	6	108952	109596	-	645	178	131	147	87	131	84	179	968	150	201	661	309
Phatr3_J45070	6	110065	111780	-	1716	463	670	816	104	137	120	640	2243	893	3139	10184	4220
Phatr3_EG02369	6;6;6;6;6;6;6	113113;115001;115633;115856;118219;118452;119301	114934;115556;115780;118138;118365;119141;120740	-;-;-;-;-;-;-	7086	2353	2720	2786	2702	5202	2474	1377	6420	1242	1445	4876	3080
Phatr3_J45073	6;6	121361;123479	123397;124699	-;-	3258	1929	1773	1906	1791	2477	2683	1479	7261	1414	994	3478	2067
Phatr3_J45074	6	125881	126261	+	381	43	35	21	38	46	32	45	158	26	121	255	102
Phatr3_EG01370	6	126764	127015	+	252	104	125	114	83	126	93	124	530	93	77	341	184
Phatr3_J34681	6	127722	128756	+	1035	294	269	265	255	377	277	176	1065	181	287	984	397
Phatr3_EG02370	6	128895	130346	-	1452	147	104	115	156	203	238	106	575	146	143	469	241
Phatr3_J11793	6;6	130698;131738	131649;133026	-;-	2241	183	139	180	189	315	164	182	1155	156	173	616	378
Phatr3_J34685	6;6;6;6;6	133675;134143;134385;134667;135788	133917;134301;134588;135707;135901	-;-;-;-;-	1761	663	367	362	266	387	329	630	3611	624	136	573	285
Phatr3_J45079	6	136561	137925	-	1365	1288	1160	1284	1671	2267	1809	1288	6495	938	796	2754	1668
Phatr3_J45080	6	139237	139929	-	693	98	88	94	84	85	57	88	954	98	129	434	240
Phatr3_EG02100	6;6	141027;142122	142033;142592	+;+	1478	445	399	377	345	588	347	402	2524	470	490	1864	799
Phatr3_EG02097	6;6	143224;143379	143332;145327	+;+	2058	633	713	754	653	1054	625	449	2100	322	400	1489	850
Phatr3_J7876	6	145481	146350	-	870	520	529	585	289	378	450	374	2058	383	274	1109	470
Phatr3_J45083	6;6	146939;148319	148248;150331	+;+	3323	2056	1916	2048	2357	3219	2992	1754	7859	1391	1414	5224	2748
Phatr3_J45084	6;6;6;6	150502;150840;151289;153152	150762;151217;153102;155015	-;-;-;-	4317	918	871	936	773	1220	726	853	4268	831	1366	4589	2705
Phatr3_J19579	6	156515	159046	+	2532	2851	2356	2585	2221	2766	2605	2030	10477	1394	1625	5556	3148
Phatr3_J45086	6	159117	160652	-	1536	251	211	244	145	251	166	206	1377	214	267	914	584
Phatr3_J34694	6	161559	162143	-	585	373	257	303	279	375	237	389	2282	332	432	898	601
Phatr3_J45087	6;6	164057;164239	164083;164825	+;+	614	144	88	124	70	81	55	260	1593	251	107	324	148
Phatr3_J45088	6	165551	167089	+	1539	572	518	589	523	857	477	676	3512	533	707	2918	1323
Phatr3_J11559	6	167850	170723	+	2874	1578	1588	1528	907	1393	936	674	3658	707	706	2655	1615
Phatr3_J34698	6	170930	172579	-	1650	35	34	40	84	195	78	10	64	6	44	158	98
Phatr3_J19586	6	173149	175521	+	2373	989	1079	1129	1130	1763	929	933	4727	706	974	3693	2003
Phatr3_J45091	6	175743	178547	-	2805	1354	1445	1358	1606	2629	1793	1526	6549	1292	1036	3626	2100
Phatr3_EG01387	6;6	179602;179760	179643;179972	+;+	255	299	220	288	198	233	114	168	706	164	44	112	45
Phatr3_J26714	6;6	179811;181422	181302;181567	-;-	1638	2955	3352	3748	1540	2149	1291	1978	7060	1675	440	1625	884
Phatr3_EG01357	6;6	180288;180379	180357;180824	+;+	516	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01404	6;6	181961;183089	182839;183247	-;-	1038	675	572	430	408	730	466	468	3030	309	463	1888	914
Phatr3_J11799	6	182510	182845	+	336	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45094	6	183062	184879	+	1818	394	353	403	381	630	464	135	512	144	112	422	212
Phatr3_J54342	6	185125	187821	-	2697	136	86	92	71	107	81	127	682	150	254	816	341
Phatr3_J45096	6	188205	190582	+	2378	479	456	470	480	685	718	472	2182	428	331	1160	581
Phatr3_J45097	6	191075	191578	-	504	96	86	88	87	159	80	55	316	44	62	239	128
Phatr3_EG01366	6;6	192264;192442	192437;192705	+;+	438	0	0	0	0	2	0	1	0	0	0	3	1
Phatr3_J45098	6;6	192288;193106	192980;194299	-;-	1887	293	360	358	153	255	107	252	1172	253	310	1113	575
Phatr3_EG01378	6;6	192781;193057	193018;193358	+;+	540	2	6	3	1	2	4	2	3	1	4	10	3
Phatr3_J34708	6	195273	195962	+	690	824	1050	1193	176	119	117	969	3421	1141	500	1966	602
Phatr3_J45099	6	196837	197529	+	693	1977	2912	3081	862	1495	424	3180	13571	3231	2278	8677	3468
Phatr3_J34710	6	198632	199321	+	690	927	1051	1200	459	718	381	1200	5816	1875	1027	3521	1199
Phatr3_J54343	6	199429	200991	-	1563	476	542	572	449	659	613	388	2130	478	324	1267	677
Phatr3_J34712	6	201683	203671	+	1989	1055	1010	1060	885	1366	858	937	4611	824	663	2409	1212
Phatr3_J11652	6	203718	204644	-	927	2304	2377	3012	1589	2410	1849	2207	9980	1703	1345	4673	2185
Phatr3_J45104	6;6	205304;205917	205737;207205	+;+	1723	844	824	815	832	1204	565	1214	6257	1063	932	3384	1737
Phatr3_J34715	6	207303	208361	-	1059	217	192	187	265	406	329	324	1428	248	401	1616	699
Phatr3_J34716	6	209352	210545	+	1194	195	162	173	236	505	432	208	979	255	240	989	463
Phatr3_J11690	6;6	211024;211740	211657;211945	+;+	840	192	197	197	211	348	193	171	848	133	178	595	328
Phatr3_J45108	6;6	212044;212234	212159;213833	-;-	1716	353	350	316	424	604	481	248	1429	251	238	855	398
Phatr3_J45109	6	214461	215021	+	561	359	232	238	167	300	186	334	1834	269	210	978	342
Phatr3_J3664	6	215337	217067	-	1731	215	197	216	184	256	175	112	483	115	118	392	210
Phatr3_J45110	6;6	218745;219003	218960;219824	+;+	1038	164	167	173	191	372	120	172	1077	151	350	1163	596
Phatr3_J45111	6	220190	220570	+	381	103	86	86	124	241	98	93	497	76	115	453	203
Phatr3_J45112	6;6;6	220882;222312;222633	221992;222358;222764	-;-;-	1290	20	16	13	228	518	87	9	42	9	42	157	77
Phatr3_J34724	6;6;6	224600;224850;225256	224713;224896;226366	+;+;+	1272	22	24	16	138	408	64	8	57	10	43	237	92
Phatr3_J19604	6	227825	230449	-	2625	559	743	780	569	876	616	405	1998	419	518	1395	1074
Phatr3_EG01372	6;6	227892;228102	228027;228736	+;+	771	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01363	6;6	229448;229778	229759;229891	+;+	426	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45115	6	231156	236825	+	5670	773	942	911	739	1331	602	485	2657	471	549	1976	1271
Phatr3_J45116	6;6;6;6	240835;241099;241206;243632	241021;241132;243566;246581	-;-;-;-	5532	4881	4615	4358	4977	7553	3451	3598	16233	2660	3962	13078	7559
Phatr3_EG01414	6;6	247256;247776	247761;247806	-;-	537	2	2	1	4	4	3	0	1	0	12	25	15
Phatr3_EG02366	6;6;6;6	247328;248469;252342;252655	248306;252134;252573;253385	+;+;+;+	5608	1294	1368	1279	1026	1543	996	1249	5668	852	903	3333	1717
Phatr3_EG01427	6;6	248579;248980	248938;249039	-;-	420	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_EG01413	6;6	249257;249535	249450;249592	-;-	252	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45118	6;6;6	254022;255011;256266	254917;256182;256884	+;+;+	2687	418	373	375	521	485	232	261	1233	207	176	713	395
Phatr3_J45119	6	257297	259072	+	1776	854	903	1051	264	394	256	587	3586	569	554	2059	928
Phatr3_J34732	6	259297	260340	-	1044	343	263	264	227	311	216	274	1857	211	150	781	346
Phatr3_EG01361	6;6	259648;259862	259821;260101	+;+	414	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45120	6;6;6;6	260949;261154;261317;261465	261047;261238;261357;262842	+;+;+;+	1603	920	849	870	793	1129	928	534	2860	455	689	2703	1620
Phatr3_J4216	6	263473	264771	-	1299	162	161	200	98	166	126	115	595	107	134	486	266
Phatr3_EG01384	6;6	263716;263814	263789;264081	+;+	342	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45122	6	265372	266637	+	1266	512	436	526	416	676	650	452	2063	462	406	1609	823
Phatr3_J45123	6	266930	267595	-	666	246	230	253	270	414	330	219	1039	178	159	634	306
Phatr3_J45124	6	267944	269561	+	1618	488	417	449	454	614	541	404	1854	332	322	1093	656
Phatr3_J45125	6	269711	271219	-	1509	587	494	433	278	418	297	436	2501	398	290	1009	465
Phatr3_J19615	6	272001	272366	+	366	972	692	896	1081	858	1605	567	3839	727	239	1087	574
Phatr3_EG01373	6;6	272605;273845	273747;274093	+;+	1392	893	790	831	785	1185	731	788	3942	785	641	2430	1314
Phatr3_J34741	6	274934	275407	+	474	369	282	311	567	772	461	295	1468	316	311	1302	598
Phatr3_J45127	6	276350	277375	-	1026	284	249	245	148	203	111	300	1584	259	381	1345	523
Phatr3_J26742	6	278325	281186	+	2862	1410	1509	1510	1068	1728	1335	1866	8066	1645	2088	8186	3563
Phatr3_EG01402	6	281480	283852	-	2373	568	605	719	777	1197	764	460	2283	373	705	2433	1403
Phatr3_J45130	6;6	285256;285669	285549;285785	-;-	411	240	235	223	268	389	177	278	1555	242	480	1586	707
Phatr3_J34746	6	286417	287298	+	882	249	189	262	216	298	149	181	984	114	246	882	406
Phatr3_EG02372	6	287384	289390	-	2007	401	422	445	378	539	574	378	2033	393	440	1813	853
Phatr3_J45135	6	289822	291327	+	1506	231	151	189	172	192	574	117	465	62	403	1334	563
Phatr3_J34751	6;6	291744;292429	292173;292775	+;+	777	256	253	243	196	252	217	232	1339	227	143	519	259
Phatr3_J34752	6	292861	293457	-	597	70	50	58	70	103	78	52	370	83	119	342	145
Phatr3_J45136	6;6	294123;296301	296220;296785	+;+	2583	494	518	512	362	566	293	308	1788	275	409	1209	697
Phatr3_J34754	6	297084	297797	-	714	823	557	531	446	561	440	294	1344	227	247	790	672
Phatr3_J11781	6	299291	300022	-	732	603	603	511	575	985	573	583	3067	428	558	1983	987
Phatr3_J34756	6	300722	301366	+	645	152	133	140	179	336	233	195	951	161	201	649	302
Phatr3_J26750	6;6	301725;302280	302142;302323	-;-	462	402	401	343	457	656	452	367	1614	293	377	1894	881
EPrPhatr3G00000013111	6	302774	302881	+	108	0	0	1	0	0	0	0	2	0	0	2	0
PTsRNA00031a	6	302775	302805	+	31	0	0	0	0	0	0	0	0	0	0	0	0
PTsRNA00031b	6	302790	302811	+	22	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J11653	6	303360	304187	-	828	955	956	946	1627	1784	1879	832	4102	653	654	2509	1218
Phatr3_J45140	6	304575	306526	+	1952	281	345	365	311	448	336	507	1916	447	709	3071	1185
Phatr3_EG01421	6;6	307015;307212	307127;307299	-;-	201	2274	1901	2024	361	530	367	3000	17964	2758	1487	4992	1852
Phatr3_J45141	6	307780	308791	+	1012	508	545	454	241	353	170	554	2869	475	307	1084	611
Phatr3_J45142	6;6;6	309597;310630;312316	310543;312245;312442	+;+;+	2690	15621	17750	18555	23863	38052	21930	17109	78493	15404	17695	60732	32345
Phatr3_J45143	6	312461	313834	-	1374	134	86	84	214	485	143	92	522	60	324	1417	684
Phatr3_EG02364	6;6	314743;316894	316820;317362	+;+	2547	338	381	429	337	538	305	143	713	149	418	1421	818
Phatr3_J11615	6	317418	319145	-	1728	961	698	755	585	911	829	669	3880	572	480	1695	978
Phatr3_J45146	6	319772	320617	+	846	462	379	394	496	766	364	406	2170	344	525	1938	882
Phatr3_J45147	6	320851	324198	-	3348	1481	1507	1575	928	1390	1060	2130	7985	1998	2007	6839	3795
Phatr3_J45148	6;6	325522;325720	325535;326449	+;+	744	345	370	396	406	636	457	305	1374	318	512	1643	936
Phatr3_J45149	6	326832	328445	-	1614	71	31	35	28	58	29	55	113	43	166	503	226
Phatr3_J45150	6	329060	330261	+	1202	70	78	76	37	111	75	16	133	35	44	200	100
Phatr3_J7666	6	330616	331218	-	603	60	58	61	62	101	88	50	270	55	70	264	104
Phatr3_J54355	6;6;6	331620;331883;333237	331786;333137;334032	+;+;+	2218	141	129	130	331	684	373	134	596	112	442	1705	730
Phatr3_EG01405	6;6	331872;332461	332352;332972	-;-	993	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45153	6;6	334174;334549	334434;336073	+;+	1786	523	529	580	557	830	734	406	2123	419	337	1153	666
Phatr3_J45154	6	336242	339409	-	3168	1207	1132	1118	1281	1890	1201	1174	6250	1095	1558	5416	2925
Phatr3_EG01386	6;6	338705;338814	338749;339260	+;+	492	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45155	6	341210	341992	+	783	240	291	266	250	384	296	263	1313	292	282	1241	616
Phatr3_J34775	6	342673	343737	+	1065	199	162	194	291	386	244	157	926	125	212	733	395
Phatr3_J19647	6	343844	344908	-	1065	917	930	966	1094	1572	1495	727	3593	644	530	1771	886
Phatr3_J26775	6	345493	348249	+	2757	1137	1108	1216	787	1112	1040	855	4127	812	629	2110	1221
Phatr3_EG01425	6;6	348322;348621	348488;349089	-;-	636	62	71	77	40	80	44	139	713	153	71	229	111
Phatr3_J11785	6;6	349574;351517	351470;351779	+;+	2160	634	549	604	648	843	781	519	2582	461	544	1777	887
Phatr3_J45159	6	352800	354851	+	2052	213	220	223	226	344	203	182	957	171	267	791	471
Phatr3_J45160	6	355345	359790	-	4446	1460	1556	1605	1493	2332	1261	1344	7459	1060	1561	5670	2979
Phatr3_J45161	6	360400	364269	+	3870	606	721	678	678	1229	539	461	2193	378	695	2463	1325
Phatr3_J34782	6;6	364520;365510	365406;366461	-;-	1839	112	133	168	152	228	114	71	397	68	131	485	311
Phatr3_J26780	6	366751	368838	+	2088	398	345	437	344	426	452	251	1149	238	262	751	462
Phatr3_J45163	6;6;6	369410;370575;371115	370480;371044;372030	-;-;-	2457	486	472	483	468	730	503	417	1814	416	384	1486	804
Phatr3_J45164	6;6;6	372756;373080;373313	373010;373248;374862	-;-;-	1974	341	274	310	332	491	348	253	1665	256	277	1034	472
Phatr3_EG01356	6;6	373799;373946	373931;374265	+;+	453	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45165	6;6;6;6	376679;377781;378292;380081	377757;377961;380072;380228	-;-;-;-	3189	1	3	8	1	10	1	2	3	2	86	337	172
Phatr3_J51797	6;6;6	381411;381849;382398	381835;382374;382763	-;-;-	1317	1354	1440	1992	641	786	556	1462	9726	952	1023	3651	1900
Phatr3_J19659	6	383577	385347	+	1771	312	313	341	229	294	268	205	1247	300	246	965	511
Phatr3_J45168	6;6;6	386266;386750;387358	386713;387271;387377	-;-;-	990	458	423	441	859	1819	1235	367	1784	338	1826	7135	2692
Phatr3_J34790	6;6	387806;388203	388086;389046	+;+	1125	113	82	75	120	130	168	36	169	32	92	225	142
Phatr3_J19661	6;6	389412;390221	390095;390496	-;-	960	1498	1685	1581	711	1149	1969	1171	5897	1039	2117	7451	3407
Phatr3_J11866	6;6	391398;393833	393729;394674	+;+	3174	783	666	765	451	778	559	504	2580	553	611	2295	1196
Phatr3_EG01423	6;6	395219;395584	395429;395624	-;-	252	550	752	711	705	759	870	526	2408	487	929	3681	1419
Phatr3_J45171	6;6;6	397136;398001;398972	397925;398912;400790	+;+;+	3521	587	517	470	512	911	526	503	2804	494	718	2612	1261
Phatr3_J34794	6	400876	401673	+	798	220	200	200	192	285	201	179	788	123	187	819	425
Phatr3_J45173	6;6;6	401771;402484;402629	402375;402563;403491	-;-;-	1548	234	301	273	235	375	268	158	790	172	242	746	480
Phatr3_J45174	6	404180	405829	+	1650	264	230	266	421	617	323	195	1248	200	282	978	545
Phatr3_J45175	6;6	405927;406138	405992;407181	-;-	1110	232	213	249	187	314	229	134	832	133	127	491	325
Phatr3_J34798	6	407739	408119	+	381	280	327	336	279	410	160	132	662	158	208	652	515
Phatr3_J11759	6	408774	409496	+	723	114	82	98	64	146	94	101	547	146	115	381	212
Phatr3_J34799	6	410271	410954	+	684	267	227	219	131	176	180	368	1993	226	144	641	278
Phatr3_J34800	6	411111	412154	-	1044	197	146	148	223	426	261	264	1322	274	281	1318	490
Phatr3_J19669	6	412626	413246	+	621	202	195	155	196	326	236	200	1083	195	179	795	359
Phatr3_J3046	6;6;6;6	413569;414267;414957;415185	414138;414827;415049;415271	-;-;-;-	1311	831	838	983	488	748	1011	708	3903	854	635	2572	1118
Phatr3_J45178	6;6	416347;417099	417009;418265	+;+	1830	467	390	420	600	1095	448	334	1819	259	434	1730	935
Phatr3_J7426	6	418491	419924	-	1434	1437	1270	1508	1871	3112	2723	1239	7008	1017	989	3713	1822
Phatr3_J34805	6	420339	421217	-	879	214	166	134	65	182	80	170	1011	154	69	316	170
Phatr3_J8445	6;6;6;6	421444;421951;422826;423531	421580;422750;423453;423902	+;+;+;+	1937	839	838	761	448	892	304	1006	4988	1013	1399	5003	2500
Phatr3_EG01415	6;6	421646;421988	421835;422049	-;-	252	2	7	3	2	3	1	5	24	5	7	28	17
Phatr3_J34807	6	424054	424533	-	480	123	111	135	92	159	120	111	566	156	170	504	239
Phatr3_J45181	6	426459	427124	+	666	290	278	302	298	394	297	245	1367	235	319	1159	528
Phatr3_J7660	6	427173	428318	-	1146	329	384	327	159	357	82	376	1498	303	673	2832	1253
Phatr3_J34810	6	428832	429776	+	945	185	171	171	201	298	221	142	743	155	160	496	240
Phatr3_J45182	6	429936	430976	-	1041	264	224	232	221	321	188	267	1193	208	204	732	349
Phatr3_EG01358	6;6	431445;431508	431476;431883	+;+	408	2	5	3	8	4	5	1	9	1	0	22	3
Phatr3_J26802	6	431497	431877	-	381	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J54360	6	432259	432609	+	351	2902	3344	3358	5209	6964	2955	1874	10213	1718	2575	9452	5961
Phatr3_EG01385	6	433119	434180	+	1062	329	296	307	255	410	278	257	1322	261	335	1262	626
Phatr3_J45185	6	434205	435119	-	915	153	120	107	114	198	99	148	584	99	138	514	238
Phatr3_J11743	6	435478	436335	+	858	108	116	108	116	193	117	143	572	132	165	627	359
Phatr3_J34815	6;6	436358;436629	436544;437080	-;-	639	307	312	342	143	221	116	484	1908	417	623	2109	865
Phatr3_J45186	6	438254	438556	+	303	192	211	257	162	167	227	202	873	285	121	314	188
Phatr3_J45187	6	439224	441521	-	2298	1257	1287	1400	950	1414	803	1024	5324	881	801	3028	1474
Phatr3_J26807	6;6	442184;443139	443059;443456	+;+	1194	389	384	384	343	543	363	401	1757	307	347	1255	619
Phatr3_J11777	6	443597	444739	-	1143	372	306	301	324	471	238	353	1932	259	298	1271	507
Phatr3_J45190	6	445497	446639	+	1143	130	77	87	207	291	234	88	431	62	124	439	271
Phatr3_J45191	6	446663	449023	-	2361	1084	1097	983	902	1347	784	835	4109	662	810	3017	1749
Phatr3_J34822	6	449471	450013	+	543	121	109	124	122	200	104	89	442	62	104	362	167
Phatr3_J45192	6	450478	451170	-	693	446	489	489	326	463	332	261	1205	272	496	1834	970
Phatr3_J45193	6	451646	451954	+	309	4743	4390	4239	6701	7964	6219	1839	9456	1426	3758	14210	7859
Phatr3_J11740	6;6;6	452106;452916;453633	452595;453552;454062	-;-;-	1557	1078	1167	1153	1072	1506	1502	1024	5518	746	843	4582	2115
Phatr3_J45195	6	454404	455165	+	762	569	492	461	350	553	303	510	2831	354	255	1135	459
Phatr3_J45196	6	456067	457518	+	1452	660	690	787	798	1236	679	484	2363	290	735	2349	1408
Phatr3_J26813	6;6	457606;459107	458979;459178	-;-	1446	910	765	965	901	977	1750	478	2751	423	597	2402	1508
Phatr3_EG02098	6	459893	462484	+	2592	689	718	729	1057	1496	929	896	4275	734	993	3267	1738
Phatr3_EG02093	6	463219	465033	+	1815	123	130	114	216	291	167	153	896	82	137	587	311
Phatr3_EG01392	6;6	463997;464676	464530;464750	-;-	609	0	0	0	0	0	0	0	0	0	0	0	0
Phatr3_J45200	6	465049	466776	-	1728	232	230	205	120	239	143	165	958	156	225	772	405
Phatr3_EG02107	6	467164	468792	-	1629	1222	1237	1267	607	1000	481	816	4488	713	677	2535	1305
Phatr3_EG02105	6;6;6	468982;469097;469252	469065;469151;469322	-;-;-	210	0	0	0	0	1	1	0	0	1	0	12	7
Phatr3_J19690	6;6	470608;471116	471042;471315	+;+	635	787	730	766	736	925	772	903	4183	634	784	2679	1204
Phatr3_EG01398	6	471309	472112	-	804	1627	1912	1826	2711	3647	2983	1574	7068	1104	1032	4194	2271
Phatr3_J45202	6;6	472374;472611	472584;473163	+;+	764	237	209	261	239	340	327	200	1171	162	194	698	340
Phatr3_J19692	6;6	473206;473713	473633;474355	-;-	1071	942	916	988	1021	1488	1299	948	4422	725	762	3161	1285
Phatr3_J45204	6	475516	478212	-	2697	1685	1679	1759	1624	2469	1386	1435	7275	1057	1305	4738	2682
Phatr3_J45205	6;6	478870;479149	479063;479614	+;+	660	1185	1028	1073	1332	1976	1273	1460	6723	1005	1050	4085	2006
Phatr3_J45206	6	479647	481263	-	1617	1142	1534	1419	2958	3369	2418	1047	4595	1067	817	2657	1248
Phatr3_J45207	6;6	482729;483817	483748;484201	+;+	1405	423	506	498	997	1570	826	204	950	181	755	2569	1347
Phatr3_J45208	6	484689	485288	-	600	1107	1492	1516	1928	2570	2225	1171	5818	1332	1177	4189	2249
Phatr3_J11733	6	486333	487844	+	1512	480	369	441	345	597	408	332	1921	276	332	1322	609
Phatr3_J45210	6	487924	490023	-	2100	515	472	450	527	710	591	521	2630	332	344	1248	695
Phatr3_J45211	6	490638	491916	+	1279	514	534	482	510	719	629	376	2028	308	346	1390	622
Phatr3_J34844	6	493128	493634	+	507	205	251	263	160	279	221	158	761	198	172	608	338
Phatr3_EG02104	6;6	493305;493846	493620;494477	-;-	948	188	157	207	86	131	86	221	1045	217	188	583	252
Phatr3_EG02106	6	494575	496185	-	1611	341	301	342	158	253	166	379	1812	341	257	931	475
Phatr3_EG02367	6;6	496575;497555	497283;499032	-;-	2187	611	471	568	406	693	408	501	2560	367	550	1860	893
Phatr3_J34848	6	501345	501746	+	402	4	5	7	5	8	2	3	16	2	9	13	6
Phatr3_J19699	6	502381	503892	+	1512	274	196	205	247	395	336	286	1258	289	406	1461	699
Phatr3_J11710	6;6	504002;504614	504514;504718	-;-	618	71	55	96	120	181	79	57	289	62	171	603	292
Phatr3_J45215	6	505429	506550	+	1122	303	298	312	140	250	111	349	1500	264	377	1520	546
